a 	 ఒక 	ఒక పుస్తకం నా దగ్గర ఉంది.	I have a book.
brown 	 గోధుమ రంగు 	న    	na   
brush 	 బ్రష్ 	న    	na   
bubble 	 బుడగ 	న    	na   
budget 	 బడ్జెట్ 	న    	na   
build 	 నిర్మించు 	న    	na   
building 	 భవనం 	న    	na   
build up 	 నిర్మించడానికి 	న    	na   
bullet 	 బుల్లెట్ 	న    	na   
bunch 	 బంచ్ 	న    	na   
burn 	 కాల్చండి 	న    	na   
burn down 	 కాల్చివేయుము 	న    	na   
burnt 	 కాలింది 	న    	na   
burst 	 పగిలిపోతుంది 	న    	na   
burst into 	 లోకి దూసుకుపోయింది 	న    	na   
burst out 	 పగిలిపోయింది 	న    	na   
bury 	 పాతిపెట్టు 	న    	na   
bus 	 బస్సు 	న    	na   
bush 	 పొద 	న    	na   
business 	 వ్యాపారం 	న    	na   
businessman 	 వ్యాపారవేత్త 	న    	na   
busy 	 బిజీగా ఉన్నారు 	న    	na   
but 	 కాని 	న    	na   
butter 	 వెన్న 	న    	na   
button 	 బటన్ 	న    	na   
buy 	 కొనండి 	న    	na   
buyer 	 కొనుగోలుదారు 	న    	na   
by 	 ద్వారా 	న    	na   
bye 	 బై 	న    	na   
cabinet 	 మంత్రివర్గం 	న    	na   
cable 	 కేబుల్ 	న    	na   
cake 	 కేక్ 	న    	na   
calculate 	 లెక్కించు 	న    	na   
calculation 	 గణన 	న    	na   
call 	 కాల్ చేయండి 	న    	na   
call back 	 తిరిగి కాల్ చేయండి 	న    	na   
called 	 అని పిలిచారు 	న    	na   
call for 	 కోసం కాల్ 	న    	na   
call off 	 కాల్ ఆఫ్ 	న    	na   
call up 	 కాల్ చేయండి 	న    	na   
calm 	 ప్రశాంతత 	న    	na   
calm down 	 శాంతించండి 	న    	na   
calmly 	 ప్రశాంతంగా 	న    	na   
camera 	 కెమెరా 	న    	na   
camp 	 శిబిరం 	న    	na   
campaign 	 ప్రచారం 	న    	na   
camping 	 క్యాంపింగ్ 	న    	na   
can 1 	 చెయ్యవచ్చు 1 	న    	na   
can 2 	 చెయ్యవచ్చు 2 	న    	na   
cancel 	 రద్దు 	న    	na   
cancer 	 క్యాన్సర్ 	న    	na   
candidate 	 అభ్యర్థి 	న    	na   
candy 	 మిఠాయి 	న    	na   
cannot 	 కుదరదు 	న    	na   
cap 	 టోపీ 	న    	na   
capable 	 సమర్థుడు 	న    	na   
capacity 	 సామర్థ్యం 	న    	na   
capital 	 రాజధాని 	న    	na   
captain 	 కెప్టెన్ 	న    	na   
capture 	 పట్టుకోవడం 	న    	na   
car 	 కారు 	న    	na   
card 	 కార్డు 	న    	na   
cardboard 	 కార్డ్బోర్డ్ 	న    	na   
care 	 శ్రమ 	న    	na   
career 	 వృత్తి 	న    	na   
care for 	 శ్రమ 	న    	na   
careful 	 జాగ్రత్తగా 	న    	na   
carefully 	 జాగ్రత్తగా 	న    	na   
careless 	 అజాగ్రత్త 	న    	na   
carelessly 	 నిర్లక్ష్యంగా 	న    	na   
carpet 	 కార్పెట్ 	న    	na   
carrot 	 క్యారెట్ 	న    	na   
carry 	 తీసుకువెళ్ళండి 	న    	na   
carry on 	 కొనసాగించు 	న    	na   
carry out 	 చేపడతారు 	న    	na   
case 	 కేసు 	న    	na   
cash 	 నగదు 	న    	na   
cast 	 తారాగణం 	న    	na   
castle 	 కోట 	న    	na   
cat 	 పిల్లి 	న    	na   
catch 	 క్యాచ్ 	న    	na   
catch up 	 పట్టుకోండి 	న    	na   
category 	 వర్గం 	న    	na   
cause 	 కారణం 	న    	na   
CD 	 CD 	న    	na   
cease 	 నిలిపివేయండి 	న    	na   
ceiling 	 పైకప్పు 	న    	na   
celebrate 	 జరుపుకుంటారు 	న    	na   
celebration 	 వేడుక 	న    	na   
cell 	 సెల్ 	న    	na   
cell phone 	 సెల్ ఫోన్ 	న    	na   
cent 	 సెంటు 	న    	na   
centimetre 	 సెంటీమీటర్ 	న    	na   
central 	 కేంద్ర 	న    	na   
centre 	 కేంద్రం 	న    	na   
century 	 శతాబ్దం 	న    	na   
ceremony 	 వేడుక 	న    	na   
certain 	 ఖచ్చితంగా 	న    	na   
certainly 	 ఖచ్చితంగా 	న    	na   
certificate 	 సర్టిఫికేట్ 	న    	na   
chain 	 గొలుసు 	న    	na   
chair 	 కుర్చీ 	న    	na   
chairman 	 చైర్మన్ 	న    	na   
chairwoman 	 అధ్యక్షురాలు 	న    	na   
challenge 	 సవాలు 	న    	na   
chamber 	 గది 	న    	na   
chance 	 అవకాశం 	న    	na   
change 	 మార్పు 	న    	na   
change round 	 రౌండ్ మార్చండి 	న    	na   
channel 	 ఛానెల్ 	న    	na   
chapter 	 అధ్యాయం 	న    	na   
character 	 పాత్ర 	న    	na   
characteristic 	 లక్షణం 	న    	na   
charge 	 వసూలు 	న    	na   
charity 	 దాతృత్వం 	న    	na   
chart 	 చార్ట్ 	న    	na   
chase 	 వెంబడించు 	న    	na   
chase away 	 తరిమికొట్టండి 	న    	na   
chat 	 చాట్ 	న    	na   
cheap 	 చౌక 	న    	na   
cheaply 	 చౌకగా 	న    	na   
cheat 	 మోసం 	న    	na   
cheat of 	 మోసం 	న    	na   
check 	 తనిఖీ 	న    	na   
check in 	 చెక్ ఇన్ 	న    	na   
check into 	 తనిఖీ 	న    	na   
check on 	 తనిఖీ చేయండి 	న    	na   
check out 	 తనిఖీ చేయండి 	న    	na   
check over 	 తనిఖీ చేయండి 	న    	na   
check up on 	 తనిఖీ 	న    	na   
cheek 	 చెంప 	న    	na   
cheerful 	 ఉల్లాసంగా 	న    	na   
cheerfully 	 ఉల్లాసంగా 	న    	na   
cheese 	 జున్ను 	న    	na   
chemical 	 రసాయన 	న    	na   
chemist 	 రసాయన శాస్త్రవేత్త 	న    	na   
chemistry 	 రసాయన శాస్త్రం 	న    	na   
cheque 	 తనిఖీ 	న    	na   
chest 	 ఛాతీ 	న    	na   
chew 	 నమలండి 	న    	na   
chicken 	 చికెన్ 	న    	na   
chief 	 అధినేత 	న    	na   
child 	 బిడ్డ 	న    	na   
chin 	 గడ్డం 	న    	na   
chip 	 చిప్ 	న    	na   
chocolate 	 చాక్లెట్ 	న    	na   
choice 	 ఎంపిక 	న    	na   
choose 	 ఎంచుకోండి 	న    	na   
chop 	 గొడ్డలితో నరకడం 	న    	na   
chop down 	 గొడ్డలితో నరకడం 	న    	na   
chop off 	 గొడ్డలితో నరకడం 	న    	na   
church 	 చర్చి 	న    	na   
cigarette 	 సిగరెట్ 	న    	na   
cinema 	 సినిమా 	న    	na   
circle 	 సర్కిల్ 	న    	na   
circumstance 	 పరిస్థితి 	న    	na   
citizen 	 పౌరుడు 	న    	na   
city 	 నగరం 	న    	na   
civil 	 పౌర 	న    	na   
claim 	 దావా 	న    	na   
clap 	 చప్పట్లు కొట్టండి 	న    	na   
class 	 తరగతి 	న    	na   
classic 	 క్లాసిక్ 	న    	na   
classroom 	 తరగతి గది 	న    	na   
clean 	 శుభ్రంగా 	న    	na   
clean up 	 శుభ్రం 	న    	na   
clear 	 స్పష్టమైన 	న    	na   
clearly 	 స్పష్టంగా 	న    	na   
clear out 	 క్లియర్ అవుట్ 	న    	na   
clear up 	 క్లియర్ చేయండి 	న    	na   
clerk 	 గుమాస్తా 	న    	na   
clever 	 తెలివైన 	న    	na   
click 	 క్లిక్ చేయండి 	న    	na   
client 	 క్లయింట్ 	న    	na   
climate 	 వాతావరణం 	న    	na   
climb 	 ఎక్కండి 	న    	na   
climbing 	 ఎక్కడం 	న    	na   
clock 	 గడియారం 	న    	na   
close 1 	 మూసివేయి 1 	న    	na   
close 2 	 దగ్గరగా 2 	న    	na   
closed 	 మూసివేయబడింది 	న    	na   
closely 	 దగ్గరగా 	న    	na   
closet 	 గది 	న    	na   
cloth 	 గుడ్డ 	న    	na   
clothes 	 బట్టలు 	న    	na   
clothing 	 దుస్తులు 	న    	na   
cloud 	 మేఘం 	న    	na   
club 	 క్లబ్ 	న    	na   
